bitrate_kbps_segment_size,bitrate_kbps_target,coding_height,coding_res,coding_width,display_height,display_res,display_width,dts,framerate,sample_index,pvs_id
171.679759362,150,240,102240,426,1080,2073600,1920,22.958517,24,22,TR04_SRC003_HRC02
171.679759362,150,240,102240,426,1080,2073600,1920,23.958525,24,23,TR04_SRC003_HRC02
171.679759362,150,240,102240,426,1080,2073600,1920,24.958533,24,24,TR04_SRC003_HRC02
166.615240518,150,240,102240,426,1080,2073600,1920,25.958541,24,25,TR04_SRC003_HRC02
166.615240518,150,240,102240,426,1080,2073600,1920,26.958549,24,26,TR04_SRC003_HRC02
166.615240518,150,240,102240,426,1080,2073600,1920,27.958557,24,27,TR04_SRC003_HRC02
166.615240518,150,240,102240,426,1080,2073600,1920,28.958565,24,28,TR04_SRC003_HRC02
158.356800346,150,240,102240,426,1080,2073600,1920,29.958573,24,29,TR04_SRC003_HRC02
158.372106463,150,240,102240,426,1080,2073600,1920,30.958581,24,30,TR04_SRC003_HRC02
158.372106463,150,240,102240,426,1080,2073600,1920,31.958589,24,31,TR04_SRC003_HRC02
158.372106463,150,240,102240,426,1080,2073600,1920,32.958597,24,32,TR04_SRC003_HRC02
158.372106463,150,240,102240,426,1080,2073600,1920,33.958605,24,33,TR04_SRC003_HRC02
155.339224486,150,240,102240,426,1080,2073600,1920,34.958613,24,34,TR04_SRC003_HRC02
183.337026744,150,240,102240,426,1080,2073600,1920,35.958621,24,35,TR04_SRC003_HRC02
183.337026744,150,240,102240,426,1080,2073600,1920,36.958629,24,36,TR04_SRC003_HRC02
183.337026744,150,240,102240,426,1080,2073600,1920,37.958637,24,37,TR04_SRC003_HRC02
183.337026744,150,240,102240,426,1080,2073600,1920,38.958645,24,38,TR04_SRC003_HRC02
189.19641922900001,150,240,102240,426,1080,2073600,1920,39.958653,24,39,TR04_SRC003_HRC02
245.631568387,150,240,102240,426,1080,2073600,1920,40.958661,24,40,TR04_SRC003_HRC02
245.631568387,150,240,102240,426,1080,2073600,1920,41.958669,24,41,TR04_SRC003_HRC02
245.631568387,150,240,102240,426,1080,2073600,1920,42.958677,24,42,TR04_SRC003_HRC02
245.631568387,150,240,102240,426,1080,2073600,1920,43.958685,24,43,TR04_SRC003_HRC02
267.872724218,150,240,102240,426,1080,2073600,1920,44.958693,24,44,TR04_SRC003_HRC02
293.260417437,150,240,102240,426,1080,2073600,1920,45.958701,24,45,TR04_SRC003_HRC02
293.260417437,150,240,102240,426,1080,2073600,1920,46.958709,24,46,TR04_SRC003_HRC02
293.260417437,150,240,102240,426,1080,2073600,1920,47.958717,24,47,TR04_SRC003_HRC02
293.260417437,150,240,102240,426,1080,2073600,1920,48.958725,24,48,TR04_SRC003_HRC02
329.98623051,150,240,102240,426,1080,2073600,1920,49.958733,24,49,TR04_SRC003_HRC02
329.98623051,150,240,102240,426,1080,2073600,1920,50.958741,24,50,TR04_SRC003_HRC02
329.98623051,150,240,102240,426,1080,2073600,1920,51.958749,24,51,TR04_SRC003_HRC02
329.98623051,150,240,102240,426,1080,2073600,1920,52.958757,24,52,TR04_SRC003_HRC02
329.98623051,150,240,102240,426,1080,2073600,1920,53.958765,24,53,TR04_SRC003_HRC02
387.170530369,150,240,102240,426,1080,2073600,1920,54.958773,24,54,TR04_SRC003_HRC02
387.170530369,150,240,102240,426,1080,2073600,1920,55.958781,24,55,TR04_SRC003_HRC02
387.170530369,150,240,102240,426,1080,2073600,1920,56.958789,24,56,TR04_SRC003_HRC02
387.170530369,150,240,102240,426,1080,2073600,1920,57.958797,24,57,TR04_SRC003_HRC02
387.170530369,150,240,102240,426,1080,2073600,1920,58.958805,24,58,TR04_SRC003_HRC02
433.091677667,150,240,102240,426,1080,2073600,1920,59.958813,24,59,TR04_SRC003_HRC02
11153.6028954,10000,1080,2073600,1920,1080,2073600,1920,0.958341,24,0,TR04_SRC001_HRC01
11153.6028954,10000,1080,2073600,1920,1080,2073600,1920,1.958349,24,1,TR04_SRC001_HRC01
11153.6028954,10000,1080,2073600,1920,1080,2073600,1920,2.958357,24,2,TR04_SRC001_HRC01
11153.6028954,10000,1080,2073600,1920,1080,2073600,1920,3.958365,24,3,TR04_SRC001_HRC01
11153.6028954,10000,1080,2073600,1920,1080,2073600,1920,4.958373,24,4,TR04_SRC001_HRC01
10786.6607643,10000,1080,2073600,1920,1080,2073600,1920,5.958381,24,5,TR04_SRC001_HRC01
10786.6607643,10000,1080,2073600,1920,1080,2073600,1920,6.958389,24,6,TR04_SRC001_HRC01
10786.6607643,10000,1080,2073600,1920,1080,2073600,1920,7.958397,24,7,TR04_SRC001_HRC01
10786.6607643,10000,1080,2073600,1920,1080,2073600,1920,8.958405,24,8,TR04_SRC001_HRC01
10786.6607643,10000,1080,2073600,1920,1080,2073600,1920,9.958413,24,9,TR04_SRC001_HRC01
10457.5094775,10000,1080,2073600,1920,1080,2073600,1920,10.958421,24,10,TR04_SRC001_HRC01
10457.5094775,10000,1080,2073600,1920,1080,2073600,1920,11.958429,24,11,TR04_SRC001_HRC01
10457.5094775,10000,1080,2073600,1920,1080,2073600,1920,12.958437,24,12,TR04_SRC001_HRC01
10457.5094775,10000,1080,2073600,1920,1080,2073600,1920,13.958445,24,13,TR04_SRC001_HRC01
9365.24027228,10000,1080,2073600,1920,1080,2073600,1920,14.958453,24,14,TR04_SRC001_HRC01
9257.72921433,10000,1080,2073600,1920,1080,2073600,1920,15.958461,24,15,TR04_SRC001_HRC01
9257.72921433,10000,1080,2073600,1920,1080,2073600,1920,16.958469,24,16,TR04_SRC001_HRC01
9257.72921433,10000,1080,2073600,1920,1080,2073600,1920,17.958477,24,17,TR04_SRC001_HRC01
9257.72921433,10000,1080,2073600,1920,1080,2073600,1920,18.958485,24,18,TR04_SRC001_HRC01
8952.42611139,10000,1080,2073600,1920,1080,2073600,1920,19.958493,24,19,TR04_SRC001_HRC01
10505.0331559,10000,1080,2073600,1920,1080,2073600,1920,20.958501,24,20,TR04_SRC001_HRC01
10505.0331559,10000,1080,2073600,1920,1080,2073600,1920,21.958509,24,21,TR04_SRC001_HRC01
10505.0331559,10000,1080,2073600,1920,1080,2073600,1920,22.958517,24,22,TR04_SRC001_HRC01
10505.0331559,10000,1080,2073600,1920,1080,2073600,1920,23.958525,24,23,TR04_SRC001_HRC01
11092.4712544,10000,1080,2073600,1920,1080,2073600,1920,24.958533,24,24,TR04_SRC001_HRC01
11033.1825307,10000,1080,2073600,1920,1080,2073600,1920,25.958541,24,25,TR04_SRC001_HRC01
11033.1825307,10000,1080,2073600,1920,1080,2073600,1920,26.958549,24,26,TR04_SRC001_HRC01
11033.1825307,10000,1080,2073600,1920,1080,2073600,1920,27.958557,24,27,TR04_SRC001_HRC01
11033.1825307,10000,1080,2073600,1920,1080,2073600,1920,28.958565,24,28,TR04_SRC001_HRC01
11370.0195706,10000,1080,2073600,1920,1080,2073600,1920,29.958573,24,29,TR04_SRC001_HRC01
11840.77415,10000,1080,2073600,1920,1080,2073600,1920,30.958581,24,30,TR04_SRC001_HRC01
11840.77415,10000,1080,2073600,1920,1080,2073600,1920,31.958589,24,31,TR04_SRC001_HRC01
11840.77415,10000,1080,2073600,1920,1080,2073600,1920,32.958597,24,32,TR04_SRC001_HRC01
11840.77415,10000,1080,2073600,1920,1080,2073600,1920,33.958605,24,33,TR04_SRC001_HRC01
12515.7416049,10000,1080,2073600,1920,1080,2073600,1920,34.958613,24,34,TR04_SRC001_HRC01
11840.5975114,10000,1080,2073600,1920,1080,2073600,1920,35.958621,24,35,TR04_SRC001_HRC01
11840.5975114,10000,1080,2073600,1920,1080,2073600,1920,36.958629,24,36,TR04_SRC001_HRC01
11840.5975114,10000,1080,2073600,1920,1080,2073600,1920,37.958637,24,37,TR04_SRC001_HRC01
11840.5975114,10000,1080,2073600,1920,1080,2073600,1920,38.958645,24,38,TR04_SRC001_HRC01
12593.8256436,10000,1080,2073600,1920,1080,2073600,1920,39.958653,24,39,TR04_SRC001_HRC01
11892.4114969,10000,1080,2073600,1920,1080,2073600,1920,40.958661,24,40,TR04_SRC001_HRC01
11892.4114969,10000,1080,2073600,1920,1080,2073600,1920,41.958669,24,41,TR04_SRC001_HRC01
11892.4114969,10000,1080,2073600,1920,1080,2073600,1920,42.958677,24,42,TR04_SRC001_HRC01
11892.4114969,10000,1080,2073600,1920,1080,2073600,1920,43.958685,24,43,TR04_SRC001_HRC01
10686.6490376,10000,1080,2073600,1920,1080,2073600,1920,44.958693,24,44,TR04_SRC001_HRC01
9893.46728554,10000,1080,2073600,1920,1080,2073600,1920,45.958701,24,45,TR04_SRC001_HRC01
9893.46728554,10000,1080,2073600,1920,1080,2073600,1920,46.958709,24,46,TR04_SRC001_HRC01
9893.46728554,10000,1080,2073600,1920,1080,2073600,1920,47.958717,24,47,TR04_SRC001_HRC01
9893.46728554,10000,1080,2073600,1920,1080,2073600,1920,48.958725,24,48,TR04_SRC001_HRC01
9667.82719798,10000,1080,2073600,1920,1080,2073600,1920,49.958733,24,49,TR04_SRC001_HRC01
9667.82719798,10000,1080,2073600,1920,1080,2073600,1920,50.958741,24,50,TR04_SRC001_HRC01
9667.82719798,10000,1080,2073600,1920,1080,2073600,1920,51.958749,24,51,TR04_SRC001_HRC01
9667.82719798,10000,1080,2073600,1920,1080,2073600,1920,52.958757,24,52,TR04_SRC001_HRC01
9667.82719798,10000,1080,2073600,1920,1080,2073600,1920,53.958765,24,53,TR04_SRC001_HRC01
8315.83877489,10000,1080,2073600,1920,1080,2073600,1920,54.958773,24,54,TR04_SRC001_HRC01
8315.83877489,10000,1080,2073600,1920,1080,2073600,1920,55.958781,24,55,TR04_SRC001_HRC01
8315.83877489,10000,1080,2073600,1920,1080,2073600,1920,56.958789,24,56,TR04_SRC001_HRC01
8315.83877489,10000,1080,2073600,1920,1080,2073600,1920,57.958797,24,57,TR04_SRC001_HRC01
8315.83877489,10000,1080,2073600,1920,1080,2073600,1920,58.958805,24,58,TR04_SRC001_HRC01
7903.74759362,10000,1080,2073600,1920,1080,2073600,1920,59.958813,24,59,TR04_SRC001_HRC01
12306.071542400001,10000,1080,2073600,1920,1080,2073600,1920,0.958341,24,0,TR04_SRC002_HRC01
12306.071542400001,10000,1080,2073600,1920,1080,2073600,1920,1.958349,24,1,TR04_SRC002_HRC01
12306.071542400001,10000,1080,2073600,1920,1080,2073600,1920,2.958357,24,2,TR04_SRC002_HRC01
12306.071542400001,10000,1080,2073600,1920,1080,2073600,1920,3.958365,24,3,TR04_SRC002_HRC01
12306.071542400001,10000,1080,2073600,1920,1080,2073600,1920,4.958373,24,4,TR04_SRC002_HRC01
11986.331167,10000,1080,2073600,1920,1080,2073600,1920,5.958381,24,5,TR04_SRC002_HRC01
11986.331167,10000,1080,2073600,1920,1080,2073600,1920,6.958389,24,6,TR04_SRC002_HRC01
11986.331167,10000,1080,2073600,1920,1080,2073600,1920,7.958397,24,7,TR04_SRC002_HRC01
11986.331167,10000,1080,2073600,1920,1080,2073600,1920,8.958405,24,8,TR04_SRC002_HRC01
11986.331167,10000,1080,2073600,1920,1080,2073600,1920,9.958413,24,9,TR04_SRC002_HRC01
11344.7650995,10000,1080,2073600,1920,1080,2073600,1920,10.958421,24,10,TR04_SRC002_HRC01
11344.7650995,10000,1080,2073600,1920,1080,2073600,1920,11.958429,24,11,TR04_SRC002_HRC01
11344.7650995,10000,1080,2073600,1920,1080,2073600,1920,12.958437,24,12,TR04_SRC002_HRC01
11344.7650995,10000,1080,2073600,1920,1080,2073600,1920,13.958445,24,13,TR04_SRC002_HRC01
10855.9963462,10000,1080,2073600,1920,1080,2073600,1920,14.958453,24,14,TR04_SRC002_HRC01
10680.4941522,10000,1080,2073600,1920,1080,2073600,1920,15.958461,24,15,TR04_SRC002_HRC01
10680.4941522,10000,1080,2073600,1920,1080,2073600,1920,16.958469,24,16,TR04_SRC002_HRC01
10680.4941522,10000,1080,2073600,1920,1080,2073600,1920,17.958477,24,17,TR04_SRC002_HRC01
10680.4941522,10000,1080,2073600,1920,1080,2073600,1920,18.958485,24,18,TR04_SRC002_HRC01
10389.6754134,10000,1080,2073600,1920,1080,2073600,1920,19.958493,24,19,TR04_SRC002_HRC01
10332.4572565,10000,1080,2073600,1920,1080,2073600,1920,20.958501,24,20,TR04_SRC002_HRC01
10332.4572565,10000,1080,2073600,1920,1080,2073600,1920,21.958509,24,21,TR04_SRC002_HRC01
10332.4572565,10000,1080,2073600,1920,1080,2073600,1920,22.958517,24,22,TR04_SRC002_HRC01
10332.4572565,10000,1080,2073600,1920,1080,2073600,1920,23.958525,24,23,TR04_SRC002_HRC01
9971.92021884,10000,1080,2073600,1920,1080,2073600,1920,24.958533,24,24,TR04_SRC002_HRC01
9928.19041064,10000,1080,2073600,1920,1080,2073600,1920,25.958541,24,25,TR04_SRC002_HRC01
9928.19041064,10000,1080,2073600,1920,1080,2073600,1920,26.958549,24,26,TR04_SRC002_HRC01
9928.19041064,10000,1080,2073600,1920,1080,2073600,1920,27.958557,24,27,TR04_SRC002_HRC01
9928.19041064,10000,1080,2073600,1920,1080,2073600,1920,28.958565,24,28,TR04_SRC002_HRC01
9653.46050312,10000,1080,2073600,1920,1080,2073600,1920,29.958573,24,29,TR04_SRC002_HRC01
9302.88981304,10000,1080,2073600,1920,1080,2073600,1920,30.958581,24,30,TR04_SRC002_HRC01
9302.88981304,10000,1080,2073600,1920,1080,2073600,1920,31.958589,24,31,TR04_SRC002_HRC01
9302.88981304,10000,1080,2073600,1920,1080,2073600,1920,32.958597,24,32,TR04_SRC002_HRC01
9302.88981304,10000,1080,2073600,1920,1080,2073600,1920,33.958605,24,33,TR04_SRC002_HRC01
9433.9870589,10000,1080,2073600,1920,1080,2073600,1920,34.958613,24,34,TR04_SRC002_HRC01
9602.40997688,10000,1080,2073600,1920,1080,2073600,1920,35.958621,24,35,TR04_SRC002_HRC01
9602.40997688,10000,1080,2073600,1920,1080,2073600,1920,36.958629,24,36,TR04_SRC002_HRC01
9602.40997688,10000,1080,2073600,1920,1080,2073600,1920,37.958637,24,37,TR04_SRC002_HRC01
9602.40997688,10000,1080,2073600,1920,1080,2073600,1920,38.958645,24,38,TR04_SRC002_HRC01
9508.39112707,10000,1080,2073600,1920,1080,2073600,1920,39.958653,24,39,TR04_SRC002_HRC01
9746.60594331,10000,1080,2073600,1920,1080,2073600,1920,40.958661,24,40,TR04_SRC002_HRC01
9746.60594331,10000,1080,2073600,1920,1080,2073600,1920,41.958669,24,41,TR04_SRC002_HRC01
9746.60594331,10000,1080,2073600,1920,1080,2073600,1920,42.958677,24,42,TR04_SRC002_HRC01
9746.60594331,10000,1080,2073600,1920,1080,2073600,1920,43.958685,24,43,TR04_SRC002_HRC01
9657.36127191,10000,1080,2073600,1920,1080,2073600,1920,44.958693,24,44,TR04_SRC002_HRC01
10072.5788126,10000,1080,2073600,1920,1080,2073600,1920,45.958701,24,45,TR04_SRC002_HRC01
10072.5788126,10000,1080,2073600,1920,1080,2073600,1920,46.958709,24,46,TR04_SRC002_HRC01
10072.5788126,10000,1080,2073600,1920,1080,2073600,1920,47.958717,24,47,TR04_SRC002_HRC01
10072.5788126,10000,1080,2073600,1920,1080,2073600,1920,48.958725,24,48,TR04_SRC002_HRC01
10152.4057214,10000,1080,2073600,1920,1080,2073600,1920,49.958733,24,49,TR04_SRC002_HRC01
10152.4057214,10000,1080,2073600,1920,1080,2073600,1920,50.958741,24,50,TR04_SRC002_HRC01
10152.4057214,10000,1080,2073600,1920,1080,2073600,1920,51.958749,24,51,TR04_SRC002_HRC01
10152.4057214,10000,1080,2073600,1920,1080,2073600,1920,52.958757,24,52,TR04_SRC002_HRC01
10152.4057214,10000,1080,2073600,1920,1080,2073600,1920,53.958765,24,53,TR04_SRC002_HRC01
10903.0052776,10000,1080,2073600,1920,1080,2073600,1920,54.958773,24,54,TR04_SRC002_HRC01
10903.0052776,10000,1080,2073600,1920,1080,2073600,1920,55.958781,24,55,TR04_SRC002_HRC01
10903.0052776,10000,1080,2073600,1920,1080,2073600,1920,56.958789,24,56,TR04_SRC002_HRC01
10903.0052776,10000,1080,2073600,1920,1080,2073600,1920,57.958797,24,57,TR04_SRC002_HRC01
10903.0052776,10000,1080,2073600,1920,1080,2073600,1920,58.958805,24,58,TR04_SRC002_HRC01
11216.4570919,10000,1080,2073600,1920,1080,2073600,1920,59.958813,24,59,TR04_SRC002_HRC01
5363.66674827,2500,1080,2073600,1920,1080,2073600,1920,0.958341,24,0,TR04_SRC004_HRC02
5363.66674827,2500,1080,2073600,1920,1080,2073600,1920,1.958349,24,1,TR04_SRC004_HRC02
5363.66674827,2500,1080,2073600,1920,1080,2073600,1920,2.958357,24,2,TR04_SRC004_HRC02
5363.66674827,2500,1080,2073600,1920,1080,2073600,1920,3.958365,24,3,TR04_SRC004_HRC02
5363.66674827,2500,1080,2073600,1920,1080,2073600,1920,4.958373,24,4,TR04_SRC004_HRC02
853.810535916,500,480,408960,852,1080,2073600,1920,5.958381,24,5,TR04_SRC004_HRC02
853.810535916,500,480,408960,852,1080,2073600,1920,6.958389,24,6,TR04_SRC004_HRC02
853.810535916,500,480,408960,852,1080,2073600,1920,7.958397,24,7,TR04_SRC004_HRC02
853.810535916,500,480,408960,852,1080,2073600,1920,8.958405,24,8,TR04_SRC004_HRC02
853.810535916,500,480,408960,852,1080,2073600,1920,9.958413,24,9,TR04_SRC004_HRC02
853.810535916,500,480,408960,852,1080,2073600,1920,10.958421,24,10,TR04_SRC004_HRC02
853.810535916,500,480,408960,852,1080,2073600,1920,11.958429,24,11,TR04_SRC004_HRC02
853.810535916,500,480,408960,852,1080,2073600,1920,12.958437,24,12,TR04_SRC004_HRC02
853.810535916,500,480,408960,852,1080,2073600,1920,13.958445,24,13,TR04_SRC004_HRC02
853.810535916,500,480,408960,852,1080,2073600,1920,14.958453,24,14,TR04_SRC004_HRC02
239.036248777,150,240,102240,426,1080,2073600,1920,15.958461,24,15,TR04_SRC004_HRC02
239.036248777,150,240,102240,426,1080,2073600,1920,16.958469,24,16,TR04_SRC004_HRC02
239.036248777,150,240,102240,426,1080,2073600,1920,17.958477,24,17,TR04_SRC004_HRC02
239.036248777,150,240,102240,426,1080,2073600,1920,18.958485,24,18,TR04_SRC004_HRC02
239.036248777,150,240,102240,426,1080,2073600,1920,19.958493,24,19,TR04_SRC004_HRC02
221.816478268,150,240,102240,426,1080,2073600,1920,20.958501,24,20,TR04_SRC004_HRC02
221.816478268,150,240,102240,426,1080,2073600,1920,21.958509,24,21,TR04_SRC004_HRC02
221.816478268,150,240,102240,426,1080,2073600,1920,22.958517,24,22,TR04_SRC004_HRC02
221.816478268,150,240,102240,426,1080,2073600,1920,23.958525,24,23,TR04_SRC004_HRC02
221.816478268,150,240,102240,426,1080,2073600,1920,24.958533,24,24,TR04_SRC004_HRC02
219.545131319,150,240,102240,426,1080,2073600,1920,25.958541,24,25,TR04_SRC004_HRC02
219.545131319,150,240,102240,426,1080,2073600,1920,26.958549,24,26,TR04_SRC004_HRC02
219.545131319,150,240,102240,426,1080,2073600,1920,27.958557,24,27,TR04_SRC004_HRC02
219.545131319,150,240,102240,426,1080,2073600,1920,28.958565,24,28,TR04_SRC004_HRC02
199.802779178,150,240,102240,426,1080,2073600,1920,29.958573,24,29,TR04_SRC004_HRC02
192.401668467,150,240,102240,426,1080,2073600,1920,30.958581,24,30,TR04_SRC004_HRC02
192.401668467,150,240,102240,426,1080,2073600,1920,31.958589,24,31,TR04_SRC004_HRC02
192.401668467,150,240,102240,426,1080,2073600,1920,32.958597,24,32,TR04_SRC004_HRC02
192.401668467,150,240,102240,426,1080,2073600,1920,33.958605,24,33,TR04_SRC004_HRC02
191.787918497,150,240,102240,426,1080,2073600,1920,34.958613,24,34,TR04_SRC004_HRC02
195.822661259,150,240,102240,426,1080,2073600,1920,35.958621,24,35,TR04_SRC004_HRC02
195.822661259,150,240,102240,426,1080,2073600,1920,36.958629,24,36,TR04_SRC004_HRC02
195.822661259,150,240,102240,426,1080,2073600,1920,37.958637,24,37,TR04_SRC004_HRC02
195.822661259,150,240,102240,426,1080,2073600,1920,38.958645,24,38,TR04_SRC004_HRC02
188.843942048,150,240,102240,426,1080,2073600,1920,39.958653,24,39,TR04_SRC004_HRC02
187.985703794,150,240,102240,426,1080,2073600,1920,40.958661,24,40,TR04_SRC004_HRC02
187.985703794,150,240,102240,426,1080,2073600,1920,41.958669,24,41,TR04_SRC004_HRC02
187.985703794,150,240,102240,426,1080,2073600,1920,42.958677,24,42,TR04_SRC004_HRC02
187.985703794,150,240,102240,426,1080,2073600,1920,43.958685,24,43,TR04_SRC004_HRC02
192.442838057,150,240,102240,426,1080,2073600,1920,44.958693,24,44,TR04_SRC004_HRC02
190.558462732,150,240,102240,426,1080,2073600,1920,45.958701,24,45,TR04_SRC004_HRC02
190.558462732,150,240,102240,426,1080,2073600,1920,46.958709,24,46,TR04_SRC004_HRC02
190.558462732,150,240,102240,426,1080,2073600,1920,47.958717,24,47,TR04_SRC004_HRC02
190.558462732,150,240,102240,426,1080,2073600,1920,48.958725,24,48,TR04_SRC004_HRC02
185.583142535,150,240,102240,426,1080,2073600,1920,49.958733,24,49,TR04_SRC004_HRC02
185.583142535,150,240,102240,426,1080,2073600,1920,50.958741,24,50,TR04_SRC004_HRC02
185.583142535,150,240,102240,426,1080,2073600,1920,51.958749,24,51,TR04_SRC004_HRC02
185.583142535,150,240,102240,426,1080,2073600,1920,52.958757,24,52,TR04_SRC004_HRC02
185.583142535,150,240,102240,426,1080,2073600,1920,53.958765,24,53,TR04_SRC004_HRC02
193.178448172,150,240,102240,426,1080,2073600,1920,54.958773,24,54,TR04_SRC004_HRC02
193.178448172,150,240,102240,426,1080,2073600,1920,55.958781,24,55,TR04_SRC004_HRC02
193.178448172,150,240,102240,426,1080,2073600,1920,56.958789,24,56,TR04_SRC004_HRC02
193.178448172,150,240,102240,426,1080,2073600,1920,57.958797,24,57,TR04_SRC004_HRC02
193.178448172,150,240,102240,426,1080,2073600,1920,58.958805,24,58,TR04_SRC004_HRC02
183.786856105,150,240,102240,426,1080,2073600,1920,59.958813,24,59,TR04_SRC004_HRC02
2943.71783398,2500,1080,2073600,1920,1080,2073600,1920,0.99999,30,0,TR04_SRC112_HRC83
2943.71783398,2500,1080,2073600,1920,1080,2073600,1920,1.99998,30,1,TR04_SRC112_HRC83
2943.71783398,2500,1080,2073600,1920,1080,2073600,1920,2.99997,30,2,TR04_SRC112_HRC83
2943.71783398,2500,1080,2073600,1920,1080,2073600,1920,3.99996,30,3,TR04_SRC112_HRC83
2943.71783398,2500,1080,2073600,1920,1080,2073600,1920,4.99995,30,4,TR04_SRC112_HRC83
2943.71783398,2500,1080,2073600,1920,1080,2073600,1920,5.99994,30,5,TR04_SRC112_HRC83
2943.71783398,2500,1080,2073600,1920,1080,2073600,1920,6.99993,30,6,TR04_SRC112_HRC83
2943.71783398,2500,1080,2073600,1920,1080,2073600,1920,7.99992,30,7,TR04_SRC112_HRC83
2943.71783398,2500,1080,2073600,1920,1080,2073600,1920,8.99991,30,8,TR04_SRC112_HRC83
512.47302553,500,480,408960,852,1080,2073600,1920,9.9999,30,9,TR04_SRC112_HRC83
512.47302553,500,480,408960,852,1080,2073600,1920,10.99989,30,10,TR04_SRC112_HRC83
512.47302553,500,480,408960,852,1080,2073600,1920,11.99988,30,11,TR04_SRC112_HRC83
512.47302553,500,480,408960,852,1080,2073600,1920,12.99987,30,12,TR04_SRC112_HRC83
512.47302553,500,480,408960,852,1080,2073600,1920,13.99986,30,13,TR04_SRC112_HRC83
512.47302553,500,480,408960,852,1080,2073600,1920,14.99985,30,14,TR04_SRC112_HRC83
512.47302553,500,480,408960,852,1080,2073600,1920,15.99984,30,15,TR04_SRC112_HRC83
512.47302553,500,480,408960,852,1080,2073600,1920,16.99983,30,16,TR04_SRC112_HRC83
512.47302553,500,480,408960,852,1080,2073600,1920,17.99982,30,17,TR04_SRC112_HRC83
512.47302553,500,480,408960,852,1080,2073600,1920,18.99981,30,18,TR04_SRC112_HRC83
2232.59526035,2500,1080,2073600,1920,1080,2073600,1920,19.9998,30,19,TR04_SRC112_HRC83
2232.59526035,2500,1080,2073600,1920,1080,2073600,1920,20.99979,30,20,TR04_SRC112_HRC83
2232.59526035,2500,1080,2073600,1920,1080,2073600,1920,21.99978,30,21,TR04_SRC112_HRC83
2232.59526035,2500,1080,2073600,1920,1080,2073600,1920,22.99977,30,22,TR04_SRC112_HRC83
2232.59526035,2500,1080,2073600,1920,1080,2073600,1920,23.99976,30,23,TR04_SRC112_HRC83
2232.59526035,2500,1080,2073600,1920,1080,2073600,1920,24.99975,30,24,TR04_SRC112_HRC83
2232.59526035,2500,1080,2073600,1920,1080,2073600,1920,25.99974,30,25,TR04_SRC112_HRC83
2232.59526035,2500,1080,2073600,1920,1080,2073600,1920,26.99973,30,26,TR04_SRC112_HRC83
2232.59526035,2500,1080,2073600,1920,1080,2073600,1920,27.99972,30,27,TR04_SRC112_HRC83
2232.59526035,2500,1080,2073600,1920,1080,2073600,1920,28.99971,30,28,TR04_SRC112_HRC83
723.189529495,500,480,408960,852,1080,2073600,1920,29.9997,30,29,TR04_SRC112_HRC83
723.189529495,500,480,408960,852,1080,2073600,1920,30.99969,30,30,TR04_SRC112_HRC83
723.189529495,500,480,408960,852,1080,2073600,1920,31.99968,30,31,TR04_SRC112_HRC83
723.189529495,500,480,408960,852,1080,2073600,1920,32.99967,30,32,TR04_SRC112_HRC83
