pvs_id,mode,context,O46
TR04_SRC120_HRC95,2,pc,3.2012039235990324
TR04_SRC120_HRC95,3,pc,3.2218912385175513
TR04_SRC109_HRC01,0,mobile,4.9522177313124995
TR04_SRC109_HRC01,1,mobile,4.626215176985142
TR04_SRC109_HRC01,2,mobile,4.939739921275001
TR04_SRC109_HRC01,3,mobile,4.9393601621
TR04_SRC109_HRC01,0,pc,4.9522177313124995
TR04_SRC109_HRC01,1,pc,4.626215176985142
TR04_SRC109_HRC01,2,pc,4.939739921275001
TR04_SRC109_HRC01,3,pc,4.9393601621
TR04_SRC118_HRC80,0,mobile,3.6276158075174587
TR04_SRC118_HRC80,1,mobile,3.365194404750834
TR04_SRC118_HRC80,2,mobile,3.2150747628119385
TR04_SRC118_HRC80,3,mobile,2.5541773466047633
TR04_SRC118_HRC80,0,pc,3.6276158075174587
TR04_SRC118_HRC80,1,pc,3.365194404750834
TR04_SRC118_HRC80,2,pc,3.2150747628119385
TR04_SRC118_HRC80,3,pc,2.5541773466047633
TR04_SRC200_HRC03,0,mobile,1.7917038827846636
TR04_SRC200_HRC03,1,mobile,1.6050211563525192
TR04_SRC200_HRC03,2,mobile,1.6739734902860954
TR04_SRC200_HRC03,3,mobile,1.5839769956572503
TR04_SRC200_HRC03,0,pc,1.7917038827846636
TR04_SRC200_HRC03,1,pc,1.6050211563525192
TR04_SRC200_HRC03,2,pc,1.6739734902860954
TR04_SRC200_HRC03,3,pc,1.5839769956572503
TR04_SRC129_HRC87,0,mobile,4.126766684027221
TR04_SRC129_HRC87,1,mobile,3.686650140444234
TR04_SRC129_HRC87,2,mobile,3.887841044733187
TR04_SRC129_HRC87,3,mobile,3.8984006758388356
TR04_SRC129_HRC87,0,pc,4.126766684027221
TR04_SRC129_HRC87,1,pc,3.686650140444234
TR04_SRC129_HRC87,2,pc,3.887841044733187
TR04_SRC129_HRC87,3,pc,3.8984006758388356
TR04_SRC201_HRC81,0,mobile,3.4755424375128237
TR04_SRC201_HRC81,1,mobile,2.772891785457058
TR04_SRC201_HRC81,2,mobile,3.308394804463263
TR04_SRC201_HRC81,3,mobile,2.8127914845473603
TR04_SRC201_HRC81,0,pc,3.4755424375128237
TR04_SRC201_HRC81,1,pc,2.772891785457058
TR04_SRC201_HRC81,2,pc,3.308394804463263
TR04_SRC201_HRC81,3,pc,2.8127914845473603
TR04_SRC203_HRC03,0,mobile,1.7622353420014527
TR04_SRC203_HRC03,1,mobile,1.5680961450932625
TR04_SRC203_HRC03,2,mobile,1.5267171583970143
TR04_SRC203_HRC03,3,mobile,1.4831812805123006
TR04_SRC203_HRC03,0,pc,1.7622353420014527
TR04_SRC203_HRC03,1,pc,1.5680961450932625
TR04_SRC203_HRC03,2,pc,1.5267171583970143
TR04_SRC203_HRC03,3,pc,1.4831812805123006
TR04_SRC204_HRC96,0,mobile,2.636294626103597
TR04_SRC204_HRC96,1,mobile,2.31348876872633
TR04_SRC204_HRC96,2,mobile,2.0627369758120118
TR04_SRC204_HRC96,3,mobile,1.9126918375823367
TR04_SRC204_HRC96,0,pc,2.636294626103597
TR04_SRC204_HRC96,1,pc,2.31348876872633
TR04_SRC204_HRC96,2,pc,2.0627369758120118
TR04_SRC204_HRC96,3,pc,1.9126918375823367
TR04_SRC205_HRC95,0,mobile,3.140252083559042
TR04_SRC205_HRC95,1,mobile,2.6393028627311788
TR04_SRC205_HRC95,2,mobile,2.71136974741618
TR04_SRC205_HRC95,3,mobile,2.6200036576522856
TR04_SRC205_HRC95,0,pc,3.140252083559042
TR04_SRC205_HRC95,1,pc,2.6393028627311788
TR04_SRC205_HRC95,2,pc,2.71136974741618
TR04_SRC205_HRC95,3,pc,2.6200036576522856
TR04_SRC206_HRC96,0,mobile,2.637209975803522
TR04_SRC206_HRC96,1,mobile,2.265779265698227
TR04_SRC206_HRC96,2,mobile,2.4218986316045217
TR04_SRC206_HRC96,3,mobile,2.268017038878609
TR04_SRC206_HRC96,0,pc,2.637209975803522
TR04_SRC206_HRC96,1,pc,2.265779265698227
TR04_SRC206_HRC96,2,pc,2.4218986316045217
TR04_SRC206_HRC96,3,pc,2.268017038878609
TR04_SRC208_HRC96,0,mobile,2.6309745807304172
TR04_SRC208_HRC96,1,mobile,2.6753706827806947
TR04_SRC208_HRC96,2,mobile,2.6687699193949492
TR04_SRC208_HRC96,3,mobile,2.4025540698634162
TR04_SRC208_HRC96,0,pc,2.6309745807304172
TR04_SRC208_HRC96,1,pc,2.6753706827806947
TR04_SRC208_HRC96,2,pc,2.6687699193949492
TR04_SRC208_HRC96,3,pc,2.4025540698634162
TR04_SRC209_HRC87,0,mobile,4.116648045068383
TR04_SRC209_HRC87,1,mobile,4.152593112841582
TR04_SRC209_HRC87,2,mobile,4.068727785839092
TR04_SRC209_HRC87,3,mobile,3.7697260430314197
TR04_SRC209_HRC87,0,pc,4.116648045068383
TR04_SRC209_HRC87,1,pc,4.152593112841582
TR04_SRC209_HRC87,2,pc,4.068727785839092
TR04_SRC209_HRC87,3,pc,3.7697260430314197
TR04_SRC211_HRC91,0,mobile,3.1599456416261757
TR04_SRC211_HRC91,1,mobile,3.1467589801569362
TR04_SRC211_HRC91,2,mobile,3.1069347528771925
TR04_SRC211_HRC91,3,mobile,3.0800015442252566
TR04_SRC211_HRC91,0,pc,3.1599456416261757
TR04_SRC211_HRC91,1,pc,3.1467589801569362
TR04_SRC211_HRC91,2,pc,3.1069347528771925
TR04_SRC211_HRC91,3,pc,3.0800015442252566
TR04_SRC213_HRC86,0,mobile,4.136501109575521
TR04_SRC213_HRC86,1,mobile,3.5676544407912054
TR04_SRC213_HRC86,2,mobile,3.6722080821311036
TR04_SRC213_HRC86,3,mobile,3.6334993702210316
TR04_SRC213_HRC86,0,pc,4.136501109575521
TR04_SRC213_HRC86,1,pc,3.5676544407912054
TR04_SRC213_HRC86,2,pc,3.6722080821311036
TR04_SRC213_HRC86,3,pc,3.6334993702210316
TR04_SRC212_HRC95,0,mobile,3.1224574500567135
TR04_SRC212_HRC95,1,mobile,3.1801236111554614
TR04_SRC212_HRC95,2,mobile,3.1802638220989303
TR04_SRC212_HRC95,3,mobile,2.833934960595747
TR04_SRC212_HRC95,0,pc,3.1224574500567135
TR04_SRC212_HRC95,1,pc,3.1801236111554614
TR04_SRC212_HRC95,2,pc,3.1802638220989303
TR04_SRC212_HRC95,3,pc,2.833934960595747
TR04_SRC214_HRC94,0,mobile,2.642175930087017
TR04_SRC214_HRC94,1,mobile,2.321822933685856
TR04_SRC214_HRC94,2,mobile,2.1996884408022654
TR04_SRC214_HRC94,3,mobile,2.0870788626346597
TR04_SRC214_HRC94,0,pc,2.642175930087017
TR04_SRC214_HRC94,1,pc,2.321822933685856
TR04_SRC214_HRC94,2,pc,2.1996884408022654
TR04_SRC214_HRC94,3,pc,2.0870788626346597
TR04_SRC216_HRC81,0,mobile,3.4126199409526405
TR04_SRC216_HRC81,1,mobile,2.706789058818719
TR04_SRC216_HRC81,2,mobile,2.637880084147251
TR04_SRC216_HRC81,3,mobile,2.452126921994399
TR04_SRC216_HRC81,0,pc,3.4126199409526405
TR04_SRC216_HRC81,1,pc,2.706789058818719
TR04_SRC216_HRC81,2,pc,2.637880084147251
TR04_SRC216_HRC81,3,pc,2.452126921994399
TR04_SRC217_HRC81,0,mobile,3.435796858292333
TR04_SRC217_HRC81,1,mobile,3.5426347850523396
TR04_SRC217_HRC81,2,mobile,3.420858761611337
TR04_SRC217_HRC81,3,mobile,3.130535240789739
TR04_SRC217_HRC81,0,pc,3.435796858292333
TR04_SRC217_HRC81,1,pc,3.5426347850523396
TR04_SRC217_HRC81,2,pc,3.420858761611337
TR04_SRC217_HRC81,3,pc,3.130535240789739
TR04_SRC215_HRC92,0,mobile,3.106616820822634
TR04_SRC215_HRC92,1,mobile,2.923283066873557
TR04_SRC215_HRC92,2,mobile,3.089748564664208
TR04_SRC215_HRC92,3,mobile,3.0465541091557777
TR04_SRC215_HRC92,0,pc,3.106616820822634
TR04_SRC215_HRC92,1,pc,2.923283066873557
TR04_SRC215_HRC92,2,pc,3.089748564664208
TR04_SRC215_HRC92,3,pc,3.0465541091557777
TR04_SRC218_HRC02,0,mobile,1.36938477566182
TR04_SRC218_HRC02,1,mobile,1.2998618206094426
TR04_SRC218_HRC02,2,mobile,1.3000657693569635
TR04_SRC218_HRC02,3,mobile,1.2957754736783547
TR04_SRC218_HRC02,0,pc,1.36938477566182
TR04_SRC218_HRC02,1,pc,1.2998618206094426
TR04_SRC218_HRC02,2,pc,1.3000657693569635
TR04_SRC218_HRC02,3,pc,1.2957754736783547
TR04_SRC219_HRC86,0,mobile,4.092983073372087
TR04_SRC219_HRC86,1,mobile,3.6150590816779813
TR04_SRC219_HRC86,2,mobile,3.4697582131243925
TR04_SRC219_HRC86,3,mobile,3.2433065205577027
TR04_SRC219_HRC86,0,pc,4.092983073372087
TR04_SRC219_HRC86,1,pc,3.6150590816779813
TR04_SRC219_HRC86,2,pc,3.4697582131243925
TR04_SRC219_HRC86,3,pc,3.2433065205577027
TR04_SRC220_HRC94,0,mobile,2.649951044464867
TR04_SRC220_HRC94,1,mobile,2.2861988303709295
TR04_SRC220_HRC94,2,mobile,2.2982225536748535
TR04_SRC220_HRC94,3,mobile,2.2561326332371534
TR04_SRC220_HRC94,0,pc,2.649951044464867
TR04_SRC220_HRC94,1,pc,2.2861988303709295
TR04_SRC220_HRC94,2,pc,2.2982225536748535
TR04_SRC220_HRC94,3,pc,2.2561326332371534
TR04_SRC221_HRC85,0,mobile,3.9430978635474205
TR04_SRC221_HRC85,1,mobile,3.2890943707503255
TR04_SRC221_HRC85,2,mobile,3.3296825121791347
TR04_SRC221_HRC85,3,mobile,3.1810975293755206
TR04_SRC221_HRC85,0,pc,3.9430978635474205
TR04_SRC221_HRC85,1,pc,3.2890943707503255
TR04_SRC221_HRC85,2,pc,3.3296825121791347
TR04_SRC221_HRC85,3,pc,3.1810975293755206
TR04_SRC222_HRC84,0,mobile,2.2483349332236147
TR04_SRC222_HRC84,1,mobile,2.0443129759955725
TR04_SRC222_HRC84,2,mobile,2.0753867050915713
TR04_SRC222_HRC84,3,mobile,2.0139220864814398
TR04_SRC222_HRC84,0,pc,2.2483349332236147
TR04_SRC222_HRC84,1,pc,2.0443129759955725
TR04_SRC222_HRC84,2,pc,2.0753867050915713
TR04_SRC222_HRC84,3,pc,2.0139220864814398
TR04_SRC223_HRC84,0,mobile,2.2699103687961655
TR04_SRC223_HRC84,1,mobile,2.244649206322353
TR04_SRC223_HRC84,2,mobile,2.1822076748772488
TR04_SRC223_HRC84,3,mobile,2.0230880018555775
TR04_SRC223_HRC84,0,pc,2.2699103687961655
TR04_SRC223_HRC84,1,pc,2.244649206322353
TR04_SRC223_HRC84,2,pc,2.1822076748772488
TR04_SRC223_HRC84,3,pc,2.0230880018555775
TR04_SRC224_HRC93,0,mobile,3.1906121784531214
TR04_SRC224_HRC93,1,mobile,3.0124232593766243
TR04_SRC224_HRC93,2,mobile,2.68554995755694
TR04_SRC224_HRC93,3,mobile,2.6233884768912965
TR04_SRC224_HRC93,0,pc,3.1906121784531214
TR04_SRC224_HRC93,1,pc,3.0124232593766243
TR04_SRC224_HRC93,2,pc,2.68554995755694
TR04_SRC224_HRC93,3,pc,2.6233884768912965
TR04_SRC225_HRC85,0,mobile,3.910045307515215
TR04_SRC225_HRC85,1,mobile,3.8472537214118283
TR04_SRC225_HRC85,2,mobile,3.6116966722975383
TR04_SRC225_HRC85,3,mobile,3.3071060853529803
TR04_SRC225_HRC85,0,pc,3.910045307515215
TR04_SRC225_HRC85,1,pc,3.8472537214118283
TR04_SRC225_HRC85,2,pc,3.6116966722975383
TR04_SRC225_HRC85,3,pc,3.3071060853529803
TR04_SRC227_HRC82,0,mobile,1.789799962590999
TR04_SRC227_HRC82,1,mobile,1.7696268780664828
TR04_SRC227_HRC82,2,mobile,2.1282112730959093
TR04_SRC227_HRC82,3,mobile,1.836671950884413
TR04_SRC227_HRC82,0,pc,1.789799962590999
TR04_SRC227_HRC82,1,pc,1.7696268780664828
TR04_SRC227_HRC82,2,pc,2.1282112730959093
TR04_SRC227_HRC82,3,pc,1.836671950884413
TR04_SRC228_HRC82,0,mobile,1.8173655448753607
TR04_SRC228_HRC82,1,mobile,1.6842625944048315
TR04_SRC228_HRC82,2,mobile,2.015331675283255
TR04_SRC228_HRC82,3,mobile,1.6131260420488034
TR04_SRC228_HRC82,0,pc,1.8173655448753607
TR04_SRC228_HRC82,1,pc,1.6842625944048315
TR04_SRC228_HRC82,2,pc,2.015331675283255
TR04_SRC228_HRC82,3,pc,1.6131260420488034
TR04_SRC226_HRC80,0,mobile,3.6271498965372775
TR04_SRC226_HRC80,1,mobile,3.7157825290214284
TR04_SRC226_HRC80,2,mobile,3.429893943988405
TR04_SRC226_HRC80,3,mobile,2.0522579621550765
TR04_SRC226_HRC80,0,pc,3.6271498965372775
TR04_SRC226_HRC80,1,pc,3.7157825290214284
TR04_SRC226_HRC80,2,pc,3.429893943988405
TR04_SRC226_HRC80,3,pc,2.0522579621550765
TR04_SRC230_HRC03,0,mobile,1.758186674068615
TR04_SRC230_HRC03,1,mobile,1.6366360428982905
TR04_SRC230_HRC03,2,mobile,1.565047736980336
TR04_SRC230_HRC03,3,mobile,1.5119507798857177
TR04_SRC230_HRC03,0,pc,1.758186674068615
TR04_SRC230_HRC03,1,pc,1.6366360428982905
TR04_SRC230_HRC03,2,pc,1.565047736980336
TR04_SRC230_HRC03,3,pc,1.5119507798857177
TR04_SRC229_HRC90,0,mobile,3.8627377055757295
TR04_SRC229_HRC90,1,mobile,3.6661622280257355
TR04_SRC229_HRC90,2,mobile,3.7465334278658093
TR04_SRC229_HRC90,3,mobile,3.677063082272661
TR04_SRC229_HRC90,0,pc,3.8627377055757295
TR04_SRC229_HRC90,1,pc,3.6661622280257355
TR04_SRC229_HRC90,2,pc,3.7465334278658093
TR04_SRC229_HRC90,3,pc,3.677063082272661
TR04_SRC231_HRC91,0,mobile,3.1599456416261757
TR04_SRC231_HRC91,1,mobile,2.948325952987884
TR04_SRC231_HRC91,2,mobile,2.9872026985647486
TR04_SRC231_HRC91,3,mobile,2.913176853392892
TR04_SRC231_HRC91,0,pc,3.1599456416261757
TR04_SRC231_HRC91,1,pc,2.948325952987884
TR04_SRC231_HRC91,2,pc,2.9872026985647486
TR04_SRC231_HRC91,3,pc,2.913176853392892
TR04_SRC232_HRC89,0,mobile,3.199383839560877
TR04_SRC232_HRC89,1,mobile,2.985104485311706
TR04_SRC232_HRC89,2,mobile,2.9775944536781265
TR04_SRC232_HRC89,3,mobile,2.9550749397898968
TR04_SRC232_HRC89,0,pc,3.199383839560877
TR04_SRC232_HRC89,1,pc,2.985104485311706
TR04_SRC232_HRC89,2,pc,2.9775944536781265
TR04_SRC232_HRC89,3,pc,2.9550749397898968
TR04_SRC305_HRC90,0,mobile,3.8717356049016045
TR04_SRC305_HRC90,1,mobile,3.770006264147759
TR04_SRC305_HRC90,2,mobile,3.8717356049016045
TR04_SRC305_HRC90,3,mobile,3.8717356049016045
TR04_SRC305_HRC90,0,pc,3.8717356049016045
TR04_SRC305_HRC90,1,pc,3.770006264147759
TR04_SRC305_HRC90,2,pc,3.8717356049016045
TR04_SRC305_HRC90,3,pc,3.8717356049016045
TR04_SRC308_HRC89,0,mobile,3.221388582549711
TR04_SRC308_HRC89,1,mobile,2.9989739334509853
TR04_SRC308_HRC89,2,mobile,3.195874237952745
TR04_SRC308_HRC89,3,mobile,3.212174884932106
TR04_SRC308_HRC89,0,pc,3.221388582549711
TR04_SRC308_HRC89,1,pc,2.9989739334509853
TR04_SRC308_HRC89,2,pc,3.195874237952745
TR04_SRC308_HRC89,3,pc,3.212174884932106
TR04_SRC315_HRC84,0,mobile,2.2524645433072275
TR04_SRC315_HRC84,1,mobile,2.264996945756134
TR04_SRC315_HRC84,2,mobile,2.255447816704327
TR04_SRC315_HRC84,3,mobile,2.1381983975606422
TR04_SRC315_HRC84,0,pc,2.2524645433072275
TR04_SRC315_HRC84,1,pc,2.264996945756134
TR04_SRC315_HRC84,2,pc,2.255447816704327
TR04_SRC315_HRC84,3,pc,2.1381983975606422
TR04_SRC318_HRC86,0,mobile,4.06575597184745
TR04_SRC318_HRC86,1,mobile,4.119204073792591
TR04_SRC318_HRC86,2,mobile,4.2227180753514375
TR04_SRC318_HRC86,3,mobile,4.159492708083203
TR04_SRC318_HRC86,0,pc,4.06575597184745
TR04_SRC318_HRC86,1,pc,4.119204073792591
TR04_SRC318_HRC86,2,pc,4.2227180753514375
TR04_SRC318_HRC86,3,pc,4.159492708083203
TR04_SRC317_HRC88,0,mobile,3.9158544899507643
TR04_SRC317_HRC88,1,mobile,3.628590219858146
TR04_SRC317_HRC88,2,mobile,3.9158544899507643
TR04_SRC317_HRC88,3,mobile,3.607087111243268
TR04_SRC317_HRC88,0,pc,3.9158544899507643
TR04_SRC317_HRC88,1,pc,3.628590219858146
TR04_SRC317_HRC88,2,pc,3.9158544899507643
TR04_SRC317_HRC88,3,pc,3.607087111243268
TR04_SRC321_HRC83,0,mobile,4.154641856207046
TR04_SRC321_HRC83,1,mobile,3.695093762847465
TR04_SRC321_HRC83,2,mobile,4.005859516452213
TR04_SRC321_HRC83,3,mobile,3.945402136726712
TR04_SRC321_HRC83,0,pc,4.154641856207046
TR04_SRC321_HRC83,1,pc,3.695093762847465
TR04_SRC321_HRC83,2,pc,4.005859516452213
TR04_SRC321_HRC83,3,pc,3.945402136726712
TR04_SRC320_HRC89,0,mobile,3.217044044712211
TR04_SRC320_HRC89,1,mobile,3.1771046275302726
TR04_SRC320_HRC89,2,mobile,3.221388582549711
TR04_SRC320_HRC89,3,mobile,3.217044044712211
TR04_SRC320_HRC89,0,pc,3.217044044712211
TR04_SRC320_HRC89,1,pc,3.1771046275302726
TR04_SRC320_HRC89,2,pc,3.221388582549711
TR04_SRC320_HRC89,3,pc,3.217044044712211
TR04_SRC323_HRC93,0,mobile,3.35916380631548
TR04_SRC323_HRC93,1,mobile,2.9060452531915844
TR04_SRC323_HRC93,2,mobile,2.9762252999307988
TR04_SRC323_HRC93,3,mobile,2.728384890310241
TR04_SRC323_HRC93,0,pc,3.35916380631548
TR04_SRC323_HRC93,1,pc,2.9060452531915844
TR04_SRC323_HRC93,2,pc,2.9762252999307988
TR04_SRC323_HRC93,3,pc,2.728384890310241
TR04_SRC400_HRC83,0,mobile,3.976873427078805
TR04_SRC400_HRC83,1,mobile,4.063082031457343
TR04_SRC400_HRC83,2,mobile,3.5559600550159782
TR04_SRC400_HRC83,3,mobile,3.6386880777131525
TR04_SRC400_HRC83,0,pc,3.976873427078805
TR04_SRC400_HRC83,1,pc,4.063082031457343
TR04_SRC400_HRC83,2,pc,3.5559600550159782
TR04_SRC400_HRC83,3,pc,3.6386880777131525
TR04_SRC408_HRC82,0,mobile,1.8031147563556165
TR04_SRC408_HRC82,1,mobile,1.6699785546342354
TR04_SRC408_HRC82,2,mobile,1.681516932939157
TR04_SRC408_HRC82,3,mobile,1.5880771764940416
TR04_SRC408_HRC82,0,pc,1.8031147563556165
TR04_SRC408_HRC82,1,pc,1.6699785546342354
TR04_SRC408_HRC82,2,pc,1.681516932939157
TR04_SRC408_HRC82,3,pc,1.5880771764940416
TR04_SRC325_HRC88,0,mobile,3.9201990277882643
TR04_SRC325_HRC88,1,mobile,3.792103417620752
TR04_SRC325_HRC88,2,mobile,3.9154774966938857
TR04_SRC325_HRC88,3,mobile,3.905608583528179
TR04_SRC325_HRC88,0,pc,3.9201990277882643
TR04_SRC325_HRC88,1,pc,3.792103417620752
TR04_SRC325_HRC88,2,pc,3.9154774966938857
TR04_SRC325_HRC88,3,pc,3.905608583528179
TR04_SRC409_HRC85,0,mobile,3.9508462961947877
TR04_SRC409_HRC85,1,mobile,3.5079094165320286
TR04_SRC409_HRC85,2,mobile,3.2361638820107075
TR04_SRC409_HRC85,3,mobile,3.126235738975696
TR04_SRC409_HRC85,0,pc,3.9508462961947877
TR04_SRC409_HRC85,1,pc,3.5079094165320286
TR04_SRC409_HRC85,2,pc,3.2361638820107075
TR04_SRC409_HRC85,3,pc,3.126235738975696
TR04_SRC405_HRC91,0,mobile,3.1783308793084495
TR04_SRC405_HRC91,1,mobile,2.9929199182386714
TR04_SRC405_HRC91,2,mobile,2.974158594266136
TR04_SRC405_HRC91,3,mobile,2.9062012504820656
TR04_SRC405_HRC91,0,pc,3.1783308793084495
TR04_SRC405_HRC91,1,pc,2.9929199182386714
TR04_SRC405_HRC91,2,pc,2.974158594266136
TR04_SRC405_HRC91,3,pc,2.9062012504820656
TR04_SRC412_HRC87,0,mobile,4.135575448601193
TR04_SRC412_HRC87,1,mobile,3.750676277004686
TR04_SRC412_HRC87,2,mobile,3.563869788593037
TR04_SRC412_HRC87,3,mobile,3.336684192561752
TR04_SRC412_HRC87,0,pc,4.135575448601193
TR04_SRC412_HRC87,1,pc,3.750676277004686
TR04_SRC412_HRC87,2,pc,3.563869788593037
TR04_SRC412_HRC87,3,pc,3.336684192561752
TR04_SRC417_HRC93,0,mobile,3.13487803918179
TR04_SRC417_HRC93,1,mobile,3.100904866969706
TR04_SRC417_HRC93,2,mobile,3.0762945013543095
TR04_SRC417_HRC93,3,mobile,2.7979949558024995
TR04_SRC417_HRC93,0,pc,3.13487803918179
TR04_SRC417_HRC93,1,pc,3.100904866969706
TR04_SRC417_HRC93,2,pc,3.0762945013543095
TR04_SRC417_HRC93,3,pc,2.7979949558024995
TR04_SRC414_HRC92,0,mobile,3.126955149324411
TR04_SRC414_HRC92,1,mobile,2.9161501179970895
TR04_SRC414_HRC92,2,mobile,2.882085809961572
TR04_SRC414_HRC92,3,mobile,2.7359428328297235
TR04_SRC414_HRC92,0,pc,3.126955149324411
TR04_SRC414_HRC92,1,pc,2.9161501179970895
TR04_SRC414_HRC92,2,pc,2.882085809961572
TR04_SRC414_HRC92,3,pc,2.7359428328297235
TR04_SRC416_HRC90,0,mobile,3.8717356049016045
TR04_SRC416_HRC90,1,mobile,3.5193331833750543
TR04_SRC416_HRC90,2,mobile,3.6167650736675494
TR04_SRC416_HRC90,3,mobile,3.414190751963954
TR04_SRC416_HRC90,0,pc,3.8717356049016045
TR04_SRC416_HRC90,1,pc,3.5193331833750543
TR04_SRC416_HRC90,2,pc,3.6167650736675494
TR04_SRC416_HRC90,3,pc,3.414190751963954
TR04_SRC419_HRC94,0,mobile,2.680668263463098
TR04_SRC419_HRC94,1,mobile,2.5779568683016314
TR04_SRC419_HRC94,2,mobile,2.5408662603940586
TR04_SRC419_HRC94,3,mobile,2.251827264686904
TR04_SRC419_HRC94,0,pc,2.680668263463098
TR04_SRC419_HRC94,1,pc,2.5779568683016314
TR04_SRC419_HRC94,2,pc,2.5408662603940586
TR04_SRC419_HRC94,3,pc,2.251827264686904
TR06_SRC01_HRC01,0,mobile,4.962190015674999
TR06_SRC01_HRC01,1,mobile,4.903344179958059
TR06_SRC01_HRC01,2,mobile,4.966864207187498
TR06_SRC01_HRC01,3,mobile,4.981136373437499
TR06_SRC01_HRC01,0,pc,4.962190015674999
TR06_SRC01_HRC01,1,pc,4.903344179958059
TR06_SRC01_HRC01,2,pc,4.966864207187498
TR06_SRC01_HRC01,3,pc,4.981136373437499
TR06_SRC02_HRC01,0,mobile,4.961881219374998
TR06_SRC02_HRC01,1,mobile,4.71818050538005
TR06_SRC02_HRC01,2,mobile,4.936544988899999
TR06_SRC02_HRC01,3,mobile,4.938006052074998
TR06_SRC02_HRC01,0,pc,4.961881219374998
TR06_SRC02_HRC01,1,pc,4.71818050538005
TR06_SRC02_HRC01,2,pc,4.936544988899999
TR06_SRC02_HRC01,3,pc,4.938006052074998
TR06_SRC03_HRC02,0,mobile,1.6113269087511677
